success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,view_history,rt,stimulus,response,task,retrieval_group,correct_response,correct
TRUE,FALSE,[],[],[],preload,0,16243,0.0-0.0,9,,,,,,,,
TRUE,,,,,fullscreen,1,19000,0.0-1.0,9,,,,,,,,
,,,,,instructions,2,28656,0.0-2.0,9,"[{""page_index"":0,""viewing_time"":9654}]",9655,,,,,,
,,,,,html-keyboard-response,3,116338,0.0-3.0,9,,87681,"Welcome to the experiment. <br /><br />This experiment will take about 20 minutes. Please complete all in one sitting. <br /><br />For this study, <strong>please use</strong> a laptop or desktop computer (not a mobile phone or tablet). Also, please use either <u>Chrome or Firefox</u>. <br /><br />Once you begin, <strong>DO NOT</strong> refresh the browser, as the experiment will reset and you will lose your progress. <br /><br />Press the <strong class=""upperline"">B</strong> key on your keyboard to begin.",b,,,,
,,,,,instructions,4,138583,0.0-4.0,9,"[{""page_index"":0,""viewing_time"":8666},{""page_index"":1,""viewing_time"":9416},{""page_index"":2,""viewing_time"":3152}]",21234,,,,,,
,,,,,html-keyboard-response,5,141604,0.0-5.0-0.0,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,6,147617,0.0-5.0-1.0,9,,null,img/encoding_events/Event_23.jpg,null,,,,
,,,,,html-keyboard-response,7,148129,0.0-5.0-0.1,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,8,154132,0.0-5.0-1.1,9,,null,img/encoding_events/Event_13.jpg,null,,,,
,,,,,html-keyboard-response,9,154642,0.0-5.0-0.2,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,10,160647,0.0-5.0-1.2,9,,null,img/encoding_events/Event_16.jpg,null,,,,
,,,,,html-keyboard-response,11,161159,0.0-5.0-0.3,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,12,167164,0.0-5.0-1.3,9,,null,img/encoding_events/Event_19.jpg,null,,,,
,,,,,html-keyboard-response,13,167676,0.0-5.0-0.4,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,14,173682,0.0-5.0-1.4,9,,null,img/encoding_events/Event_22.jpg,null,,,,
,,,,,html-keyboard-response,15,174194,0.0-5.0-0.5,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,16,180197,0.0-5.0-1.5,9,,null,img/encoding_events/Event_8.jpg,null,,,,
,,,,,html-keyboard-response,17,180698,0.0-5.0-0.6,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,18,186700,0.0-5.0-1.6,9,,null,img/encoding_events/Event_6.jpg,null,,,,
,,,,,html-keyboard-response,19,187201,0.0-5.0-0.7,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,20,193203,0.0-5.0-1.7,9,,null,img/encoding_events/Event_2.jpg,null,,,,
,,,,,html-keyboard-response,21,193704,0.0-5.0-0.8,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,22,199712,0.0-5.0-1.8,9,,null,img/encoding_events/Event_1.jpg,null,,,,
,,,,,html-keyboard-response,23,200220,0.0-5.0-0.9,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,24,206224,0.0-5.0-1.9,9,,null,img/encoding_events/Event_5.jpg,null,,,,
,,,,,html-keyboard-response,25,206736,0.0-5.0-0.10,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,26,212738,0.0-5.0-1.10,9,,null,img/encoding_events/Event_12.jpg,null,,,,
,,,,,html-keyboard-response,27,213240,0.0-5.0-0.11,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,28,219243,0.0-5.0-1.11,9,,null,img/encoding_events/Event_10.jpg,null,,,,
,,,,,html-keyboard-response,29,219748,0.0-5.0-0.12,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,30,225751,0.0-5.0-1.12,9,,null,img/encoding_events/Event_11.jpg,null,,,,
,,,,,html-keyboard-response,31,226252,0.0-5.0-0.13,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,32,232255,0.0-5.0-1.13,9,,null,img/encoding_events/Event_21.jpg,null,,,,
,,,,,html-keyboard-response,33,232756,0.0-5.0-0.14,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,34,238760,0.0-5.0-1.14,9,,null,img/encoding_events/Event_24.jpg,null,,,,
,,,,,html-keyboard-response,35,239271,0.0-5.0-0.15,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,36,245284,0.0-5.0-1.15,9,,null,img/encoding_events/Event_17.jpg,null,,,,
,,,,,html-keyboard-response,37,245793,0.0-5.0-0.16,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,38,251805,0.0-5.0-1.16,9,,null,img/encoding_events/Event_3.jpg,null,,,,
,,,,,html-keyboard-response,39,252316,0.0-5.0-0.17,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,40,258318,0.0-5.0-1.17,9,,null,img/encoding_events/Event_18.jpg,null,,,,
,,,,,html-keyboard-response,41,258820,0.0-5.0-0.18,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,42,264832,0.0-5.0-1.18,9,,null,img/encoding_events/Event_4.jpg,null,,,,
,,,,,html-keyboard-response,43,265343,0.0-5.0-0.19,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,44,271360,0.0-5.0-1.19,9,,null,img/encoding_events/Event_20.jpg,null,,,,
,,,,,html-keyboard-response,45,271871,0.0-5.0-0.20,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,46,277872,0.0-5.0-1.20,9,,null,img/encoding_events/Event_7.jpg,null,,,,
,,,,,html-keyboard-response,47,278374,0.0-5.0-0.21,9,,null,"<div style=""font-size:60px;"">+</div>",null,fixation,,,
,,,,,image-keyboard-response,48,284377,0.0-5.0-1.21,9,,null,img/encoding_events/Event_14.jpg,null,,,,
