success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rt,stimulus,response,view_history,task,correct_response,correct
,,,,,image-keyboard-response,165,1166611,0.0-7.0-0.111,pilota_data_1635124155303,,,3410,img/testing_events/Ca/Test_Ca_Event_8.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,166,1169389,0.0-7.0-0.112,pilota_data_1635124155303,,,2768,img/testing_events/Cb/Test_Cb_Event_4.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,167,1172304,0.0-7.0-0.113,pilota_data_1635124155303,,,2907,img/testing_events/Ac/Test_Ac_Event_1.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,168,1173844,0.0-7.0-0.114,pilota_data_1635124155303,,,1530,img/testing_events/Ac/Test_Ac_Event_19.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,169,1176172,0.0-7.0-0.115,pilota_data_1635124155303,,,2319,img/testing_events/Bc/Test_Bc_Event_11.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,170,1178760,0.0-7.0-0.116,pilota_data_1635124155303,,,2578,img/testing_events/Ab/Test_Ab_Event_16.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,171,1185331,0.0-7.0-0.117,pilota_data_1635124155303,,,6562,img/testing_events/Bc/Test_Bc_Event_7.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,172,1187019,0.0-7.0-0.118,pilota_data_1635124155303,,,1680,img/testing_events/Ca/Test_Ca_Event_14.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,173,1190359,0.0-7.0-0.119,pilota_data_1635124155303,,,3332,img/testing_events/Ab/Test_Ab_Event_10.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,174,1195681,0.0-7.0-0.120,pilota_data_1635124155303,,,5312,img/testing_events/Ac/Test_Ac_Event_6.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,175,1199731,0.0-7.0-0.121,pilota_data_1635124155303,,,4040,img/testing_events/Ba/Test_Ba_Event_1.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,176,1202082,0.0-7.0-0.122,pilota_data_1635124155303,,,2341,img/testing_events/Cb/Test_Cb_Event_6.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,177,1204545,0.0-7.0-0.123,pilota_data_1635124155303,,,2453,img/testing_events/Ba/Test_Ba_Event_21.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,178,1209572,0.0-7.0-0.124,pilota_data_1635124155303,,,5018,img/testing_events/Bc/Test_Bc_Event_3.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,179,1210992,0.0-7.0-0.125,pilota_data_1635124155303,,,1409,img/testing_events/Ca/Test_Ca_Event_2.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,180,1214885,0.0-7.0-0.126,pilota_data_1635124155303,,,3884,img/testing_events/Ab/Test_Ab_Event_5.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,181,1217269,0.0-7.0-0.127,pilota_data_1635124155303,,,2373,img/testing_events/Ca/Test_Ca_Event_21.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,182,1225076,0.0-7.0-0.128,pilota_data_1635124155303,,,7798,img/testing_events/Bc/Test_Bc_Event_12.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,183,1226506,0.0-7.0-0.129,pilota_data_1635124155303,,,1421,img/testing_events/Ac/Test_Ac_Event_15.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,184,1229611,0.0-7.0-0.130,pilota_data_1635124155303,,,3096,img/testing_events/Cb/Test_Cb_Event_11.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,185,1231016,0.0-7.0-0.131,pilota_data_1635124155303,,,1397,img/testing_events/Ca/Test_Ca_Event_15.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,186,1235753,0.0-7.0-0.132,pilota_data_1635124155303,,,4726,img/testing_events/Cb/Test_Cb_Event_14.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,187,1237283,0.0-7.0-0.133,pilota_data_1635124155303,,,1520,img/testing_events/Ab/Test_Ab_Event_15.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,188,1241310,0.0-7.0-0.134,pilota_data_1635124155303,,,4017,img/testing_events/Ca/Test_Ca_Event_18.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,189,1243570,0.0-7.0-0.135,pilota_data_1635124155303,,,2251,img/testing_events/Ab/Test_Ab_Event_21.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,190,1250388,0.0-7.0-0.136,pilota_data_1635124155303,,,6808,img/testing_events/Cb/Test_Cb_Event_19.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,191,1251829,0.0-7.0-0.137,pilota_data_1635124155303,,,1430,img/testing_events/Bc/Test_Bc_Event_23.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,192,1257611,0.0-7.0-0.138,pilota_data_1635124155303,,,5774,img/testing_events/Ba/Test_Ba_Event_18.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,193,1260412,0.0-7.0-0.139,pilota_data_1635124155303,,,2793,img/testing_events/Ba/Test_Ba_Event_23.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,194,1267015,0.0-7.0-0.140,pilota_data_1635124155303,,,6592,img/testing_events/Ab/Test_Ab_Event_4.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,195,1269164,0.0-7.0-0.141,pilota_data_1635124155303,,,2141,img/testing_events/Cb/Test_Cb_Event_9.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,196,1270829,0.0-7.0-0.142,pilota_data_1635124155303,,,1656,img/testing_events/Ba/Test_Ba_Event_17.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,197,1276645,0.0-7.0-0.143,pilota_data_1635124155303,,,5806,img/testing_events/Cb/Test_Cb_Event_8.jpg,e,,response,e,TRUE
TRUE,,,,,fullscreen,198,1276647,0.0-8.0,pilota_data_1635124155303,,,,,,,,,
,,,,,survey-text,199,1411340,0.0-9.0,pilota_data_1635124155303,,,134685,,"{""Q0"":""no"",""Q1"":""I didn't fully understand the instructions on choosing answers, so I experimented with a few keys and chose \""c\"" for a consecutive 4 (or so) stories. About 4 stories in is when I learned which keys to use in my answers. "",""Q2"":""""}",,,,
