success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rt,stimulus,response,view_history,task,correct_response,correct
,,,,,image-keyboard-response,165,759872,0.0-7.0-0.111,pilota_data_1635121752309,,,1739,img/testing_events/Ca/Test_Ca_Event_16.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,166,764147,0.0-7.0-0.112,pilota_data_1635121752309,,,4273,img/testing_events/Cb/Test_Cb_Event_9.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,167,765879,0.0-7.0-0.113,pilota_data_1635121752309,,,1729,img/testing_events/Ca/Test_Ca_Event_12.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,168,767109,0.0-7.0-0.114,pilota_data_1635121752309,,,1228,img/testing_events/Ba/Test_Ba_Event_16.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,169,768727,0.0-7.0-0.115,pilota_data_1635121752309,,,1616,img/testing_events/Cb/Test_Cb_Event_16.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,170,771134,0.0-7.0-0.116,pilota_data_1635121752309,,,2404,img/testing_events/Bc/Test_Bc_Event_9.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,171,772911,0.0-7.0-0.117,pilota_data_1635121752309,,,1774,img/testing_events/Bc/Test_Bc_Event_1.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,172,775286,0.0-7.0-0.118,pilota_data_1635121752309,,,2373,img/testing_events/Ab/Test_Ab_Event_9.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,173,776884,0.0-7.0-0.119,pilota_data_1635121752309,,,1596,img/testing_events/Ac/Test_Ac_Event_16.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,174,778884,0.0-7.0-0.120,pilota_data_1635121752309,,,1998,img/testing_events/Cb/Test_Cb_Event_19.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,175,784633,0.0-7.0-0.121,pilota_data_1635121752309,,,5747,img/testing_events/Bc/Test_Bc_Event_7.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,176,787884,0.0-7.0-0.122,pilota_data_1635121752309,,,3249,img/testing_events/Ac/Test_Ac_Event_20.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,177,789718,0.0-7.0-0.123,pilota_data_1635121752309,,,1831,img/testing_events/Ca/Test_Ca_Event_22.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,178,791283,0.0-7.0-0.124,pilota_data_1635121752309,,,1560,img/testing_events/Ac/Test_Ac_Event_15.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,179,794241,0.0-7.0-0.125,pilota_data_1635121752309,,,2956,img/testing_events/Ab/Test_Ab_Event_14.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,180,796581,0.0-7.0-0.126,pilota_data_1635121752309,,,2338,img/testing_events/Ca/Test_Ca_Event_20.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,181,799145,0.0-7.0-0.127,pilota_data_1635121752309,,,2562,img/testing_events/Ba/Test_Ba_Event_13.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,182,801768,0.0-7.0-0.128,pilota_data_1635121752309,,,2612,img/testing_events/Ba/Test_Ba_Event_21.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,183,803466,0.0-7.0-0.129,pilota_data_1635121752309,,,1695,img/testing_events/Cb/Test_Cb_Event_17.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,184,810453,0.0-7.0-0.130,pilota_data_1635121752309,,,6985,img/testing_events/Cb/Test_Cb_Event_21.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,185,812119,0.0-7.0-0.131,pilota_data_1635121752309,,,1664,img/testing_events/Ac/Test_Ac_Event_19.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,186,813557,0.0-7.0-0.132,pilota_data_1635121752309,,,1436,img/testing_events/Ba/Test_Ba_Event_11.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,187,815605,0.0-7.0-0.133,pilota_data_1635121752309,,,2046,img/testing_events/Ab/Test_Ab_Event_22.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,188,818280,0.0-7.0-0.134,pilota_data_1635121752309,,,2674,img/testing_events/Ca/Test_Ca_Event_23.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,189,822433,0.0-7.0-0.135,pilota_data_1635121752309,,,4151,img/testing_events/Ab/Test_Ab_Event_10.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,190,824007,0.0-7.0-0.136,pilota_data_1635121752309,,,1570,img/testing_events/Ac/Test_Ac_Event_24.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,191,825886,0.0-7.0-0.137,pilota_data_1635121752309,,,1876,img/testing_events/Ac/Test_Ac_Event_7.jpg,n,,response,n,TRUE
,,,,,image-keyboard-response,192,827225,0.0-7.0-0.138,pilota_data_1635121752309,,,1337,img/testing_events/Ba/Test_Ba_Event_3.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,193,834582,0.0-7.0-0.139,pilota_data_1635121752309,,,7355,img/testing_events/Ca/Test_Ca_Event_13.jpg,e,,response,e,TRUE
,,,,,image-keyboard-response,194,836755,0.0-7.0-0.140,pilota_data_1635121752309,,,2170,img/testing_events/Cb/Test_Cb_Event_2.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,195,844696,0.0-7.0-0.141,pilota_data_1635121752309,,,7939,img/testing_events/Ba/Test_Ba_Event_9.jpg,c,,response,c,TRUE
,,,,,image-keyboard-response,196,846305,0.0-7.0-0.142,pilota_data_1635121752309,,,1607,img/testing_events/Ac/Test_Ac_Event_13.jpg,u,,response,u,TRUE
,,,,,image-keyboard-response,197,848994,0.0-7.0-0.143,pilota_data_1635121752309,,,2686,img/testing_events/Ab/Test_Ab_Event_13.jpg,e,,response,e,TRUE
TRUE,,,,,fullscreen,198,848997,0.0-8.0,pilota_data_1635121752309,,,,,,,,,
,,,,,survey-text,199,862164,0.0-9.0,pilota_data_1635121752309,,,13135,,"{""Q0"":""no"",""Q1"":""no"",""Q2"":""no""}",,,,
